1	30	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30	29	30	29	29	30	30	30	30	30	30	30	30	30	30
30	2	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
31	31	3	31	31	31	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31
34	34	34	4	34	34	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
33	33	33	33	5	33	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33
38	38	38	38	38	6	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38
39	39	39	39	39	39	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39
0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
25	25	25	25	25	25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	24	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
27	27	27	27	27	27	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	24	25	27	27	27	27	27	27	27	27	27	27	27	27	27	27
28	28	28	28	28	28	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	28	28	26	28	28	28	28	28	28	28	28	28	28	28	28	28
30	30	30	30	30	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	25	30	27	30	30	30	30	30	30	30	30	30	30	30	30
29	29	29	29	29	29	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	29	26	29	28	29	29	29	29	29	29	29	29	29	29	29
